,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_learning_rate,param_max_depth,param_max_features,param_min_impurity_split,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
20,7.54940009117,0.050800037384,0.67447545916,0.841928167998,0.1,6,sqrt,1e-07,17,50,250,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",1,0.682563179596,0.843263150786,0.707417363616,0.835454948742,0.689108553785,0.838722996628,0.607235850031,0.849473309305,0.686055063167,0.84272643453,0.049536235264,0.00278565719727,0.0346993107252,0.00472280122146
21,7.51419997215,0.0504000663757,0.670429252242,0.837311066958,0.1,6,sqrt,1e-07,17,60,250,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 60, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",18,0.670275098231,0.841704450515,0.706301338734,0.829403482296,0.683539928276,0.832469725648,0.608924845866,0.843689671185,0.683108022152,0.839288005148,0.165465940397,0.0025768143278,0.0328708959044,0.0054747634914
22,7.1998000145,0.0481999397278,0.670524619243,0.831743446023,0.1,6,sqrt,1e-07,17,70,250,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 70, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",17,0.664392453178,0.836104263165,0.720504962294,0.824712973897,0.684274648807,0.825165312874,0.604139213363,0.837278937874,0.679313878878,0.835455742304,0.197445087557,0.00299334153441,0.0379718172961,0.00558818242172
23,7.26539998055,0.0494000911713,0.673322586323,0.827403008119,0.1,6,sqrt,1e-07,17,80,250,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 80, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",3,0.65807564116,0.827470620442,0.719604841132,0.819561549252,0.692117934701,0.819974593633,0.613286974057,0.839421023972,0.683529933287,0.830587253296,0.0795602792828,0.00101983285661,0.0358790289047,0.00736541258525
24,7.14899997711,0.0489999771118,0.669710179711,0.820707273389,0.1,6,sqrt,1e-07,17,90,250,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 90, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",21,0.671848236308,0.823934958266,0.70682804229,0.809469272566,0.675325261587,0.814896134262,0.603742709307,0.828502855583,0.69081159548,0.826733146267,0.261545389623,0.00363317958611,0.0352448573884,0.0073152196935
0,7.0492000103,0.0478000164032,0.664528281584,0.825399215652,0.1,6,sqrt,1e-07,17,50,250,10,0.6,"{'subsample': 0.6, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",5,0.662580057052,0.826049257083,0.708505343649,0.819407056964,0.665836024522,0.822540080411,0.604644640445,0.834940970571,0.681079221982,0.82405871323,0.152601883798,0.00376288981529,0.0340578318498,0.00524109163451
1,6.85519995689,0.0461999893188,0.663439430049,0.827585484431,0.1,6,sqrt,1e-07,17,50,250,10,0.65,"{'subsample': 0.65, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",7,0.651615337759,0.828185161713,0.716059442815,0.821314835623,0.668735710193,0.819826063738,0.599239502031,0.835088195363,0.681551403107,0.833513165718,0.131371876504,0.00146971710401,0.0384361007854,0.00618574709419
2,7.1021999836,0.0458000659943,0.663836467375,0.833239938177,0.1,6,sqrt,1e-07,17,50,250,10,0.7,"{'subsample': 0.7, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",6,0.663364913882,0.83819021745,0.703237870779,0.826841416305,0.674766416287,0.824359925858,0.604740107139,0.841912431453,0.673075194452,0.834895699817,0.145709852381,0.00132663283712,0.032404063748,0.00666715309618
3,7.17940006256,0.0470000267029,0.671165678104,0.836478644525,0.1,6,sqrt,1e-07,17,50,250,10,0.75,"{'subsample': 0.75, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",3,0.672565607656,0.838085985093,0.721265330322,0.831952710473,0.672639151233,0.831763367949,0.601161683882,0.843767870454,0.688200610612,0.836823288657,0.121907587284,0.00167328426339,0.0392559483962,0.0044396632792
4,7.28040003777,0.0439999580383,0.67447545916,0.841928167998,0.1,6,sqrt,1e-07,17,50,250,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",1,0.682563179596,0.843263150786,0.707417363616,0.835454948742,0.689108553785,0.838722996628,0.607235850031,0.849473309305,0.686055063167,0.84272643453,0.0681574375486,0.00109545277682,0.0346993107252,0.00472280122146
5,7.36020007133,0.0456000328064,0.670802110944,0.84450172111,0.1,6,sqrt,1e-07,17,50,250,10,0.85,"{'subsample': 0.85, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",4,0.674448294143,0.848200108638,0.71158479078,0.83694441335,0.681553369373,0.836504102135,0.605839020572,0.852389644546,0.68058737363,0.848470336879,0.197027328605,0.000799942016602,0.0349523377996,0.00652260879413
6,7.36659998894,0.0448000907898,0.673030079704,0.847184723437,0.1,6,sqrt,1e-07,17,50,250,10,0.9,"{'subsample': 0.9, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",2,0.672136398585,0.850863072126,0.71494655964,0.841289922265,0.680148542226,0.83758040592,0.619064434133,0.856407073997,0.678855829562,0.849783142879,0.113120476251,0.00132669753415,0.0308379885642,0.0068165295913
0,1.99100003242,0.0164000034332,0.636643523035,0.722320191577,0.1,6,sqrt,1e-07,17,50,50,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 50, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",5,0.639993398083,0.725619897135,0.65448874843,0.71380988382,0.646186885835,0.713405360234,0.588074444819,0.737642422267,0.654478318691,0.721123394426,0.0374273198472,0.0010197299881,0.0248911850806,0.00893298034806
1,3.34259996414,0.025,0.662144611522,0.7757892465,0.1,6,sqrt,1e-07,17,50,100,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 100, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",4,0.67223880558,0.77727066174,0.692677736078,0.769398535405,0.670991484532,0.770240356545,0.601707798783,0.788189374829,0.673109803004,0.773847303983,0.0391846338538,0.00126489478198,0.0312585227644,0.00680235668682
2,4.74699993134,0.0360000133514,0.669346296911,0.803742023598,0.1,6,sqrt,1e-07,17,50,150,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 150, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",3,0.679805583027,0.806857095584,0.701933098721,0.795029218593,0.683518156454,0.799841160168,0.60323233286,0.814783046417,0.678244399314,0.802199597226,0.122471254288,0.00456069526085,0.0341251368007,0.00670994253401
3,6.09979996681,0.040399980545,0.672681952446,0.824663809407,0.1,6,sqrt,1e-07,17,50,200,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 200, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",2,0.681348552116,0.826669456311,0.705093705465,0.8165608773,0.687840651407,0.821820829159,0.606342362062,0.83257540931,0.682786859887,0.825692474958,0.172006343059,0.00149660545591,0.0342307434312,0.00531816191485
4,7.54300003052,0.0507999420166,0.67447545916,0.841928167998,0.1,6,sqrt,1e-07,17,50,250,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.1, 'min_samples_leaf': 17, 'n_estimators': 250, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",1,0.682563179596,0.843263150786,0.707417363616,0.835454948742,0.689108553785,0.838722996628,0.607235850031,0.849473309305,0.686055063167,0.84272643453,0.0531074696921,0.006523784364,0.0346993107252,0.00472280122146
0,71.1388000011,0.404600000381,0.68256142332,0.846171725991,0.01,6,sqrt,1e-07,17,50,2500,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.01, 'min_samples_leaf': 17, 'n_estimators': 2500, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",1,0.681161613001,0.850663834743,0.718953969064,0.839411533438,0.692704774959,0.840110572178,0.619707733685,0.852273549933,0.700283180076,0.848399139661,2.19420173638,0.0208288686761,0.0337464212438,0.00538164393116
0,153.481599998,1.14619998932,0.683890121469,0.847009700012,0.005,6,sqrt,1e-07,17,50,5000,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.005, 'min_samples_leaf': 17, 'n_estimators': 5000, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",1,0.678978791616,0.850166430794,0.724736194817,0.84239219286,0.69618826792,0.841045945765,0.620520320822,0.854180532391,0.69903058127,0.847263398249,2.21664472811,0.156530405699,0.0348968885773,0.00486493342307
0,77.4846000195,0.515199947357,0.68256142332,0.846171725991,0.01,6,sqrt,1e-07,17,50,2500,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.01, 'min_samples_leaf': 17, 'n_estimators': 2500, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",1,0.681161613001,0.850663834743,0.718953969064,0.839411533438,0.692704774959,0.840110572178,0.619707733685,0.852273549933,0.700283180076,0.848399139661,2.07382677704,0.0272278878438,0.0337464212438,0.00538164393116
1,81.4638000011,0.582800006866,0.674938246619,0.797847979995,0.005,6,sqrt,1e-07,17,50,2500,10,0.8,"{'subsample': 0.8, 'min_impurity_split': 1e-07, 'learning_rate': 0.005, 'min_samples_leaf': 17, 'n_estimators': 2500, 'min_samples_split': 50, 'random_state': 10, 'max_features': 'sqrt', 'max_depth': 6}",2,0.670006114027,0.801893079282,0.712867828346,0.790394614323,0.684497100368,0.791552510409,0.61509515654,0.808312766674,0.692229086991,0.797086929286,1.17216541848,0.0187339079671,0.0329687854998,0.0066579183504
